1.561860	-2.549050	-1.986380	-0.306840	-1.000620	3.526670	2.626010	-0.309510	1.324960	-2.263760	-1.000000
3.890450	-0.028520	2.206500	1.205110	0.128920	1.163630	1.418550	-1.305470	-2.318540	-1.403950	-1.000000
-1.856260	-1.380710	-0.075500	-2.909920	-2.752060	-0.231950	-1.104570	-1.116430	-2.354460	-1.434110	1.000000
-1.587780	-2.075480	0.007380	-4.241540	0.918510	-5.618220	0.978350	0.061430	4.337600	-1.501290	1.000000
2.150520	5.262690	-1.267880	-2.684780	-1.150780	-0.363600	0.742340	1.315260	-2.770290	-0.148570	1.000000
0.317320	1.146710	1.448130	-0.106120	-3.850630	-2.159690	-1.397760	2.740560	-0.765250	-2.123620	1.000000
-4.120630	-1.829060	-1.994260	1.216810	-2.385010	-0.554710	3.166120	-3.608610	0.398530	1.948740	-1.000000
1.917730	-0.562550	2.514670	0.521580	1.323750	0.798350	-0.168210	-1.491780	0.130980	0.261040	-1.000000
2.476680	1.917070	3.073970	3.114990	1.302580	-1.619780	0.268270	-2.121830	1.751200	-1.062010	-1.000000
-0.289470	0.683820	0.280250	3.233300	1.194890	0.733960	-0.877600	-1.336550	1.143210	2.536900	-1.000000
0.497770	-3.309770	0.413230	2.781860	-3.432000	1.502770	-3.000690	0.548630	1.351860	-0.588340	-1.000000
-2.302070	1.691800	0.156970	-1.434400	-3.435790	1.675590	-3.117180	-4.647020	4.575500	-1.598200	1.000000
3.055140	0.689460	0.346940	1.392350	2.592840	4.208190	-2.150340	1.364290	-0.564540	-0.359950	-1.000000
1.905180	8.265890	-0.766410	-2.516130	-1.722810	2.613230	2.130230	-1.136570	-1.551700	-1.311670	1.000000
-0.558520	3.531320	-0.270760	-4.867560	2.883530	1.255620	-3.773780	3.859160	-2.762400	-3.149150	1.000000
-0.933740	0.894160	-0.178750	-3.520730	-1.826270	-2.735580	2.222320	-4.259570	0.166560	-2.051290	1.000000
-0.492420	0.721060	1.991910	3.705040	-1.941750	-1.085450	0.465380	1.804470	-0.315040	-2.173070	-1.000000
0.307450	-1.396220	-1.269070	3.168680	1.822490	0.365180	0.355430	2.197800	-2.731070	0.571490	-1.000000
-1.950630	-3.589710	-2.046760	-1.839910	1.451980	-1.038630	0.638020	-0.547350	-0.269070	1.301280	-1.000000
-0.559490	0.964490	-2.450590	-2.129540	-5.604780	-1.752240	2.544510	4.324130	0.315930	-1.078900	1.000000
-0.107410	1.573110	0.947080	-2.465530	-0.371200	-0.956250	-0.953450	-1.911280	-0.222430	-4.908530	1.000000
1.684670	-0.557950	2.568720	0.453880	1.270410	1.322230	0.537250	1.010540	-3.613950	-1.525370	-1.000000
1.553630	5.727990	0.303990	-2.606740	-0.654950	0.546870	-1.712980	2.267050	-1.240640	-0.708230	1.000000
0.532510	-0.075910	0.449780	2.404940	2.422430	3.102420	2.950980	-2.996430	-2.250870	0.393580	-1.000000
-0.008070	0.775770	-2.755110	0.712540	0.063510	-1.120860	0.899610	0.105440	-1.325110	1.460780	-1.000000
1.553010	0.383960	-0.304340	-3.070550	-2.872600	-1.623800	-0.086980	-2.494050	-4.351760	2.451050	1.000000
3.113990	-1.356500	-1.474880	-3.184840	-4.345360	-1.295540	-1.972730	2.874940	-0.095570	0.825670	1.000000
0.239490	2.865360	2.501910	-2.932220	0.309660	-2.905240	-1.271880	-0.118070	1.627070	0.461040	1.000000
-0.348330	1.422620	-0.106230	-2.747640	-1.658630	1.670120	-2.969050	2.076760	-0.631510	-3.734940	1.000000
-0.657360	1.621190	0.648260	0.439380	3.612480	-0.108780	1.624200	1.408010	1.698770	0.398880	-1.000000
-0.165120	1.860120	2.121030	-1.191290	-3.941530	-0.214280	0.767290	0.111050	-1.146310	-0.874680	1.000000
1.244170	-2.019090	-3.028420	-6.080340	0.294590	-2.659800	1.308770	1.825910	2.905840	-1.031640	1.000000
-0.181320	0.148170	-0.979550	-3.375840	-2.842640	-1.952950	-0.187670	0.403610	-3.640650	-0.989030	1.000000
-4.473490	-3.046980	4.353420	0.838580	1.901330	-2.275010	1.903570	5.175120	-1.505830	-0.799160	-1.000000
-2.615370	4.558480	-1.720820	-1.220510	-2.680590	-1.971170	-2.792190	-3.025540	1.007380	-3.065180	1.000000
0.059020	-2.905830	0.536110	-5.374160	1.141410	-1.282550	-2.084030	1.255450	1.632390	-1.792550	1.000000
-1.464120	-1.592290	1.289710	-4.639200	-2.464030	-5.631380	-0.218400	0.153910	0.686330	0.798370	1.000000
-0.585900	1.201600	-0.485220	-2.088910	-2.484410	-0.794350	0.277180	-3.001730	-0.327720	-0.408610	1.000000
-0.275420	2.377330	-2.555960	-2.785080	-2.829910	-0.449000	-1.655600	0.859700	-3.465100	0.846220	1.000000
1.210190	2.866440	1.275530	1.333070	-0.528160	-0.897760	2.054010	-1.949810	-1.343850	1.255370	-1.000000
1.383300	-0.450660	-0.560650	3.273950	0.084560	1.429880	1.542630	-1.393620	-2.221370	-1.616560	-1.000000
-2.659770	1.033710	1.933220	-2.196800	1.616510	0.033000	-2.389350	1.542510	-2.383340	-5.845770	1.000000
0.623240	2.328650	-0.663010	4.088970	0.930600	1.484960	0.255950	-3.891900	0.166620	0.741100	-1.000000
1.164160	0.186550	-0.432800	2.160400	-0.483580	-1.806850	1.632040	1.742930	1.306270	3.000780	-1.000000
3.644610	4.380050	-2.894440	1.172780	4.083150	1.375730	-2.619700	-0.266570	-1.271530	-1.206550	-1.000000
-1.900310	0.776690	-1.402470	1.097780	0.781480	0.930020	-1.049410	-0.927930	-1.495970	-0.872570	-1.000000
1.791060	-0.777310	-1.626580	1.399830	1.836730	1.112020	-2.058700	-1.513430	3.836830	3.358510	-1.000000
0.172790	0.754650	0.738480	2.870080	2.157550	3.540580	-1.424290	-0.608570	0.676010	1.676420	-1.000000
-1.918630	1.890190	-0.174300	4.188100	-0.892360	-2.042990	-0.768530	-1.311280	1.224460	0.372740	-1.000000
3.530800	6.126690	0.432410	3.231130	-1.382570	-1.442720	2.406340	-1.023780	-0.614510	1.464350	-1.000000
